Supplier_ID,Supplier_Name,Supplier_Industry,Supplier_Year,Gross_Spend,Revenue,Reported_Emissions,Scope1_Emission,Scope2_Emission,Scope3_Emission,Baseline_Year,Target_Year,Target_Reduction_Percentage,Interim_Target_Reduction_Percentage,Industry_Baseline_Year,Industry_Target_Year,Industry_Reduction_Percentage,Industry_Emission_Factor,Spend_Based_Emission_Factor,Revenue_Based_Emission_Intensity
SUP-0015,Packaging Supplier 015,Packaging,2019,22043698.75,111369202.98,26229.5269,5669.4445,3301.5797,,2019.0,2040.0,0.2525,0.1186,2018,2040.0,0.3112,702.4188,0.0010803,0.00078946
SUP-0015,Packaging Supplier 015,Packaging,2020,20591848.61,105547613.03,24268.4614,,4783.8384,12087.5288,2019.0,2040.0,0.2525,0.1186,2018,2040.0,0.3112,702.4188,0.0010803,0.00078946
SUP-0015,Packaging Supplier 015,Packaging,2021,,140294489.77,22941.1853,4896.63,3052.4636,16792.414,2019.0,2040.0,0.2525,0.1186,2018,2040.0,0.3112,702.4188,0.0010803,0.00078946
SUP-0015,Packaging Supplier 015,Packaging,2022,24444037.34,95224607.1,27424.5089,3813.7481,3921.0987,17796.1188,2019.0,2040.0,0.2525,0.1186,2018,2040.0,0.3112,702.4188,0.0010803,0.00078946
SUP-0015,Packaging Supplier 015,Packaging,2023,21518797.62,95064649.04,,3317.6708,1319.0935,14899.452,2019.0,2040.0,0.2525,0.1186,2018,2040.0,0.3112,702.4188,0.0010803,0.00078946
SUP-0015,Packaging Supplier 015,Packaging,2024,22456674.89,113404484.34,23747.9613,3219.745,4441.0993,,2019.0,2040.0,0.2525,0.1186,2018,2040.0,0.3112,702.4188,0.0010803,0.00078946
SUP-0016,Metals Supplier 016,Metals,2015,10394884.35,,7994.5398,819.3425,534.1729,,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2016,12033446.16,25383399.65,,2683.7171,,,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2017,11363768.57,,9841.2491,2121.4373,1716.3318,6843.1038,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2018,13747803.66,,11796.9131,2891.5336,,7153.5937,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2019,,,10007.6187,1894.1075,751.2658,7216.4231,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2020,12360934.94,37359385.15,11500.8611,2695.6324,1918.0898,6868.2433,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2021,13036535.17,38683820.78,,2002.428,1356.1698,6952.7,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2022,13829760.23,30643509.81,9029.8372,1912.2161,1121.2335,,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2023,15741125.94,37802937.7,10441.5095,2341.4572,,7331.1275,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0016,Metals Supplier 016,Metals,2024,15066149.88,44846003.77,,2668.1832,1561.6493,10042.1493,2018.0,2040.0,0.2599,0.1001,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0017,Electronics Supplier 017,Electronics,2015,12165880.58,39630521.96,,,642.5681,,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2016,12346887.14,44500131.5,14417.2948,3135.0841,1087.2989,9922.8535,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2017,10472304.58,46937973.18,10151.5007,904.1164,972.688,8163.9971,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2018,11957328.71,41028122.36,13859.2104,3097.8161,1545.0837,8282.3567,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2019,11993463.23,56275177.58,9507.0411,,1087.4085,,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2020,13835433.25,59692644.04,13961.8183,2029.2178,2931.5018,9865.2678,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2021,13597086.66,52012040.88,14799.7001,1343.2236,1114.0095,12091.453,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2022,12159208.61,50958395.95,,2046.1533,735.6465,7884.3805,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2023,15526753.27,51807608.43,13491.207,3575.7706,2621.4192,,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0017,Electronics Supplier 017,Electronics,2024,16073434.72,43836752.72,13125.3202,,,9101.9459,2020.0,2035.0,0.5999,0.2666,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0018,Professional Supplier 018,Professional Services,2015,23341720.22,30153704.77,3481.9675,717.2916,372.8537,2440.1221,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2016,24642683.58,29088805.7,4400.1144,1114.7526,,2693.5792,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2017,25463787.96,32579591.42,4514.7872,367.7931,704.5214,3649.9656,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2018,24454367.26,28218984.32,3801.5016,709.7969,,,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2019,24756764.38,27482996.85,3614.8937,866.7193,685.5779,2238.6367,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2020,29630118.54,41379377.41,3137.8007,739.9797,451.8139,1898.7062,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2021,27898027.65,37389953.2,4112.0743,1069.796,574.3924,2541.6469,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2022,28976790.15,40775282.66,4079.4811,625.3541,648.0371,2553.8047,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2023,29668365.65,36069717.59,,464.2371,,2583.588,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0018,Professional Supplier 018,Professional Services,2024,27725818.17,35389398.07,3029.8477,476.8177,252.2195,2403.8315,,,,,2020,,,400.0326,0.00012906,0.00019658
SUP-0019,Metals Supplier 019,Metals,2015,15163966.2,35393659.61,,,2366.0933,8786.5992,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2016,18509957.65,39650672.93,,1739.5061,1578.3628,10804.0706,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2017,19126912.72,50753329.91,13818.4891,2117.2274,2131.5567,,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2018,17708183.33,,,2092.0092,2851.1973,8754.8714,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2019,19088395.09,59876904.58,13853.4647,1313.0458,1225.3929,11601.2925,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2020,25748082.89,73078027.23,15312.4315,3027.8675,2142.7587,10254.0059,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2021,29429316.05,56037017.82,21793.9654,2807.0868,,15054.5635,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2022,27703030.55,79713412.51,16678.5816,,2794.7179,10671.3523,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2023,29438806.03,87901166.84,15148.9163,3336.3472,2481.0723,,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0019,Metals Supplier 019,Metals,2024,37295083.38,66297440.8,,3459.5557,,,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0020,Logistics Supplier 020,Logistics,2015,15154818.08,113802033.12,,391.2424,,2600.9006,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2016,17237096.37,135005185.22,3576.9986,738.4932,557.5173,2316.1219,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2017,17545794.1,93693152.69,4442.4858,396.682,867.8014,3262.806,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2018,17410615.85,108819321.78,,683.491,,2960.7024,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2019,17065338.59,101401237.41,2857.9548,,372.9148,,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2020,17459810.77,90548643.44,3808.153,1116.327,767.9092,2047.9605,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2021,17086834.76,112492849.67,3840.891,871.5972,540.1934,2413.489,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2022,16259618.72,116232175.35,3784.2728,629.8449,394.2535,,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2023,16529037.85,94802093.92,,630.3334,591.9029,,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0020,Logistics Supplier 020,Logistics,2024,16706856.05,90210085.53,3981.359,,922.1822,2042.0147,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0021,Textiles Supplier 021,Textiles,2015,7132935.07,21446704.86,1562.5186,290.2392,,1103.3022,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2016,6556837.67,26010891.55,,,,572.6886,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2017,6492151.13,28895915.77,,,156.9714,,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2018,8134404.87,29495406.47,1485.2844,171.2959,132.317,1128.2102,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2019,7630239.09,26107190.53,1741.5368,452.0465,197.9583,1097.1346,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2020,7563803.17,26906048.14,1459.7362,260.1995,288.1339,,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2021,8448639.31,36232794.69,1658.8363,188.8193,205.6575,,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2022,9357280.42,30035213.88,2120.5793,528.2032,,,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2023,9799746.79,42639549.12,2039.4713,435.0185,300.0777,1277.5133,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0021,Textiles Supplier 021,Textiles,2024,9197090.86,34774642.83,1610.0749,398.3082,,1050.747,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343
SUP-0022,Chemicals Supplier 022,Chemicals,2015,22454277.32,139838751.51,21460.6994,4726.0189,,12581.6232,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2016,,154757469.83,27768.0954,7004.03,1912.7824,18320.2336,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2017,26392734.88,129059449.03,27068.2172,7217.5174,2762.4775,,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2018,25673815.99,181867783.38,,2654.2289,,21678.7705,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2019,26262207.5,115099839.58,32493.4384,7411.341,5825.053,,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2020,26734267.52,,27475.1158,,1763.7985,23335.4201,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2021,26207881.97,,28764.4781,4242.4806,5460.1864,17334.8137,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2022,27133421.35,183830405.16,23072.1975,2974.6903,3643.2764,18224.6084,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2023,,156861126.84,29246.4917,6712.3881,5043.9467,16441.29,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0022,Chemicals Supplier 022,Chemicals,2024,27410943.79,264885835.43,,7473.9866,2614.5193,17684.5289,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0023,Agriculture Supplier 023,Agriculture,2015,13120295.38,78822676.32,13562.7076,,2894.6992,8882.0018,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2016,15977859.52,87484561.08,19223.1195,,1843.7239,,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2017,,92454083.61,12722.5174,2977.9741,981.844,,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2018,16368082.83,75033794.37,11886.3235,1733.7592,,8359.1116,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2019,17093195.39,105301878.89,,1434.1827,2042.6944,9284.7302,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2020,16911631.37,108433302.93,13507.0419,2819.9292,1344.9709,,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2021,18261707.26,126819186.52,,2755.9205,,8280.6324,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2022,19527985.15,121809554.97,,1679.702,,9658.9045,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2023,23698752.19,87043400.03,16796.853,,1810.4542,12658.6527,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0023,Agriculture Supplier 023,Agriculture,2024,20252911.75,109441448.01,11517.2867,2459.652,1739.9117,7388.5997,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2015,3853956.25,8968367.78,4114.647,780.7219,782.8042,3038.4054,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2016,,10750014.88,4318.1461,722.7223,843.9751,2556.3446,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2017,4167308.82,10472391.09,4228.7951,,,3080.8498,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2018,4699810.85,13270039.62,,1253.3716,1035.4165,2812.9499,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2019,4771298.64,,,794.6042,364.798,3920.1967,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2020,5998487.82,16822043.5,,1383.3639,1165.8678,,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2021,6200496.29,19049887.78,,1883.6219,,4571.1268,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2022,7324330.64,19004972.68,,1986.5535,1207.4843,4559.3399,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2023,6885783.45,18538965.73,5433.1843,1058.0686,935.0655,3124.6689,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0024,Agriculture Supplier 024,Agriculture,2024,8310024.54,22134447.97,7216.6437,1449.3491,729.1111,,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0025,Metals Supplier 025,Metals,2015,12081559.65,39596710.46,12251.3573,1556.8843,749.8706,10602.5681,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2016,9258040.21,45564422.83,,822.0328,1230.0281,6240.3834,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2017,13003104.02,39108368.4,12247.8444,1632.7329,,8381.2199,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2018,13279984.27,43712718.49,13117.4603,2783.5844,1776.5466,8693.8003,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2019,11723193.87,49924435.63,11408.9868,1116.287,1520.8023,9195.8824,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2020,14094474.48,53182197.52,10912.0046,1030.1943,1267.4766,9317.3222,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2021,13587531.24,55428646.76,12089.1448,1533.5115,1175.819,,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2022,11691137.41,42741706.02,10062.3476,1612.941,2258.5911,6232.2282,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2023,16925080.66,63473540.99,,1283.9167,2043.5265,12123.5695,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0025,Metals Supplier 025,Metals,2024,19690840.4,63623341.52,,2751.899,1764.5582,8462.4191,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0026,Professional Supplier 026,Professional Services,2015,5083713.92,8970099.29,,126.674,118.3251,458.2796,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2016,5960850.53,,698.2407,84.8775,89.8337,566.8846,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2017,5643512.51,8414541.48,,88.0921,82.0862,489.959,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2018,6964854.61,10362985.64,821.3225,,84.8463,655.5158,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2019,6144112.5,13038234.77,,114.8463,94.1524,431.9271,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2020,8356354.82,10305106.53,587.6006,83.7834,82.7941,442.9581,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2021,6924643.66,10759192.95,723.3943,71.8467,111.4044,539.1516,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2022,8462828.84,13239994.71,832.2305,142.9888,103.3957,594.0881,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2023,10375117.23,10106218.09,1109.4697,265.535,77.0549,719.1505,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0026,Professional Supplier 026,Professional Services,2024,8791587.92,10355275.5,666.988,161.5647,67.8168,,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658
SUP-0027,Metals Supplier 027,Metals,2015,793943.56,4895684.6,,126.2239,198.8678,691.0609,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2016,911270.83,,1092.579,156.2868,163.609,761.549,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2017,860210.12,5039279.56,1124.0286,189.8416,108.4842,834.0916,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2018,870761.32,4255392.34,995.3819,,125.7373,657.7448,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2019,843771.92,4240321.44,1093.7815,,111.2035,781.0755,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2020,864601.6,5183757.86,,169.4997,132.8175,577.7087,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2021,,5035585.47,775.8841,,195.8484,511.1576,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2022,801751.8,3935661.63,665.8835,102.716,90.1973,566.6782,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2023,788859.36,3961707.33,1065.4003,177.4804,89.7901,,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0027,Metals Supplier 027,Metals,2024,807454.96,4098288.76,,105.1004,99.2618,557.8825,2019.0,2030.0,0.2739,0.1728,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0028,Professional Supplier 028,Professional Services,2015,11531216.09,75688760.25,1546.9138,245.5365,349.426,,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2016,11691869.21,95025010.57,1271.0385,213.6809,137.5249,947.3897,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2017,,87756981.18,1637.9734,186.0729,,1352.8616,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2018,10934844.82,83177508.55,1216.2542,236.1948,188.2563,709.8753,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2019,10076791.86,,1341.5474,133.7304,288.4627,975.4986,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2020,11601723.63,94209707.64,,151.1861,114.0265,1186.2835,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2021,10441791.64,80872660.67,1783.4779,294.9608,260.7057,,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2022,10404054.68,,1339.606,291.1017,,743.2459,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2023,8612471.6,87631854.26,1476.3951,384.1146,,777.1594,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0028,Professional Supplier 028,Professional Services,2024,9677584.16,43385189.05,1741.4047,388.2657,234.8407,993.9453,2020.0,2035.0,0.5648,0.2914,2020,,,400.0326,0.00012906,0.00019658
SUP-0029,Electronics Supplier 029,Electronics,2015,6625342.51,12124752.85,8124.5053,,890.9392,6619.4641,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0029,Electronics Supplier 029,Electronics,2016,6306366.92,12038438.69,5512.5767,591.0472,,3884.1795,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0029,Electronics Supplier 029,Electronics,2017,7008199.23,13868401.97,5149.1935,507.7829,1132.7701,4094.7093,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
