Supplier_ID,Supplier_Name,Supplier_Industry,Supplier_Year,Baseline_Year,Target_Year,Reported_Emissions,Scope1_Emission,Scope2_Emission,Scope3_Emission,Gross_Spend,Revenue,Total_Emission_Value,Emission_Source_Flag,Emissions_Data_Available_Flag,Data_Quality_Flag,Missing_Parameter_Flag,Validation_Flag,Forecast_Year,Forecast_Method_Flag,Baseline_Emission,Target_Emission,Forecast_Emission,Glide_Path_Emission,Absolute_Reduction,Emission_Intensity,Intensity_Reduction,Gap_to_Target,Annual_Reduction_Required,Carbon_Budget_Remaining,Cumulative_Emissions,Confidence_Score,Supplier_Risk_Category,Target_Achievement_Status
SUP-0017,Electronics Supplier 017,Electronics,2024,2020,2035,6974.0868,1330.6149,479.5272,5173.2292,12291762.5,99042383.87,6974.0868,Provided Total Emissions,True,High,None,Valid,2040,Supplier Target Pathway,3595.3805,1438.5117,1438.5117,1438.5117,2156.8688,0.00011703,0.5999,0.0,143.7913,-15101.0775,30924.7062,0.99,Low,On Track
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2025,Historical Trend Pathway,453.6538,294.875,219.1193,390.1423,234.5345,0.00010425,0.51699,-75.7557,6.3512,4498.8807,219.1193,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2026,Historical Trend Pathway,453.6538,294.875,207.2698,383.7911,246.384,9.862e-05,0.54311,-87.6052,6.3512,4291.6109,426.3891,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2027,Historical Trend Pathway,453.6538,294.875,196.0611,377.44,257.5927,9.328e-05,0.567818,-98.8139,6.3512,4095.5498,622.4502,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2028,Historical Trend Pathway,453.6538,294.875,185.4585,371.0888,268.1953,8.824e-05,0.591189,-109.4164,6.3512,3910.0913,807.9087,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2029,Historical Trend Pathway,453.6538,294.875,175.4294,364.7377,278.2244,8.347e-05,0.613297,-119.4456,6.3512,3734.6619,983.3381,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2030,Historical Trend Pathway,453.6538,294.875,165.9425,358.3865,287.7113,7.895e-05,0.634209,-128.9324,6.3512,3568.7194,1149.2806,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2031,Historical Trend Pathway,453.6538,294.875,156.9687,352.0353,296.6851,7.468e-05,0.65399,-137.9063,6.3512,3411.7507,1306.2493,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2032,Historical Trend Pathway,453.6538,294.875,148.4802,345.6842,305.1736,7.064e-05,0.672702,-146.3948,6.3512,3263.2705,1454.7295,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2033,Historical Trend Pathway,453.6538,294.875,140.4507,339.333,313.2031,6.682e-05,0.690401,-154.4243,6.3512,3122.8198,1595.1802,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2034,Historical Trend Pathway,453.6538,294.875,132.8554,332.9819,320.7984,6.321e-05,0.707144,-162.0195,6.3512,2989.9644,1728.0356,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2035,Historical Trend Pathway,453.6538,294.875,125.6709,326.6307,327.9829,5.979e-05,0.722981,-169.2041,6.3512,2864.2935,1853.7065,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2036,Historical Trend Pathway,453.6538,294.875,118.8749,320.2796,334.7789,5.656e-05,0.737961,-176.0001,6.3512,2745.4186,1972.5814,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2037,Historical Trend Pathway,453.6538,294.875,112.4464,313.9284,341.2074,5.35e-05,0.752132,-182.4286,6.3512,2632.9722,2085.0278,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2038,Historical Trend Pathway,453.6538,294.875,106.3656,307.5773,347.2882,5.061e-05,0.765536,-188.5094,6.3512,2526.6066,2191.3934,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2039,Historical Trend Pathway,453.6538,294.875,100.6135,301.2261,353.0403,4.787e-05,0.778215,-194.2614,6.3512,2425.9931,2292.0069,0.88,Low,On Track to Glide Path
SUP-0018,Professional Supplier 018,Professional Services,2024,2015,2040,231.6462,58.6964,47.0019,114.9503,2101779.39,17106470.76,231.6462,Provided Total Emissions,True,High,None,Valid,2040,Historical Trend Pathway,453.6538,294.875,95.1726,294.875,358.4812,4.528e-05,0.790209,-199.7024,6.3512,2330.8205,2387.1795,0.88,Low,On Track
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2025,Supplier Target Pathway,22965.889,11085.6346,19571.5306,19571.5306,3394.3584,0.00079723,0.1478,8485.896,848.5896,102370.45,19571.5306,0.99,Critical,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2026,Supplier Target Pathway,22965.889,11085.6346,18722.941,18722.941,4242.948,0.00076267,0.18475,7637.3064,848.5896,83647.509,38294.4716,0.99,Critical,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2027,Supplier Target Pathway,22965.889,11085.6346,17874.3514,17874.3514,5091.5376,0.0007281,0.2217,6788.7168,848.5896,65773.1576,56168.823,0.99,Critical,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2028,Supplier Target Pathway,22965.889,11085.6346,17025.7618,17025.7618,5940.1272,0.00069353,0.25865,5940.1272,848.5896,48747.3958,73194.5848,0.99,Critical,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2029,Supplier Target Pathway,22965.889,11085.6346,16177.1722,16177.1722,6788.7168,0.00065897,0.2956,5091.5376,848.5896,32570.2236,89371.757,0.99,Critical,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2030,Supplier Target Pathway,22965.889,11085.6346,15328.5826,15328.5826,7637.3064,0.0006244,0.33255,4242.948,848.5896,17241.641,104700.3396,0.99,Critical,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2031,Supplier Target Pathway,22965.889,11085.6346,14479.993,14479.993,8485.896,0.00058983,0.3695,3394.3584,848.5896,2761.648,119180.3326,0.99,High,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2032,Supplier Target Pathway,22965.889,11085.6346,13631.4034,13631.4034,9334.4856,0.00055527,0.40645,2545.7688,848.5896,-10869.7554,132811.736,0.99,High,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2033,Supplier Target Pathway,22965.889,11085.6346,12782.8138,12782.8138,10183.0752,0.0005207,0.4434,1697.1792,848.5896,-23652.5692,145594.5498,0.99,High,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2034,Supplier Target Pathway,22965.889,11085.6346,11934.2242,11934.2242,11031.6648,0.00048613,0.48035,848.5896,848.5896,-35586.7934,157528.774,0.99,Medium,On Track to Glide Path
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2035,Supplier Target Pathway,22965.889,11085.6346,11085.6346,11085.6346,11880.2544,0.00045157,0.5173,0.0,848.5896,-46672.428,168614.4086,0.99,Low,On Track
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2036,Supplier Target Pathway,22965.889,11085.6346,11085.6346,11085.6346,11880.2544,0.00045157,0.5173,0.0,848.5896,-57758.0626,179700.0432,0.99,Low,On Track
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2037,Supplier Target Pathway,22965.889,11085.6346,11085.6346,11085.6346,11880.2544,0.00045157,0.5173,0.0,848.5896,-68843.6972,190785.6778,0.99,Low,On Track
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2038,Supplier Target Pathway,22965.889,11085.6346,11085.6346,11085.6346,11880.2544,0.00045157,0.5173,0.0,848.5896,-79929.3318,201871.3124,0.99,Low,On Track
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2039,Supplier Target Pathway,22965.889,11085.6346,11085.6346,11085.6346,11880.2544,0.00045157,0.5173,0.0,848.5896,-91014.9664,212956.947,0.99,Low,On Track
SUP-0019,Metals Supplier 019,Metals,2024,2021,2035,21637.1443,3908.234,1969.4431,16391.7637,24549341.99,36127319.87,21637.1443,Provided Total Emissions,True,High,None,Valid,2040,Supplier Target Pathway,22965.889,11085.6346,11085.6346,11085.6346,11880.2544,0.00045157,0.5173,0.0,848.5896,-102100.601,224042.5816,0.99,Low,On Track
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2025,Supplier Target Pathway,3133.1158,1040.1944,2435.4753,2435.4753,697.6405,8.435e-05,0.222667,1395.2809,139.5281,9006.6631,2435.4753,0.99,Critical,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2026,Supplier Target Pathway,3133.1158,1040.1944,2295.9473,2295.9473,837.1685,7.952e-05,0.2672,1255.7528,139.5281,6710.7158,4731.4226,0.99,Critical,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2027,Supplier Target Pathway,3133.1158,1040.1944,2156.4192,2156.4192,976.6966,7.469e-05,0.311733,1116.2247,139.5281,4554.2966,6887.8418,0.99,Critical,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2028,Supplier Target Pathway,3133.1158,1040.1944,2016.8911,2016.8911,1116.2247,6.985e-05,0.356267,976.6966,139.5281,2537.4055,8904.7329,0.99,Critical,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2029,Supplier Target Pathway,3133.1158,1040.1944,1877.363,1877.363,1255.7528,6.502e-05,0.4008,837.1685,139.5281,660.0425,10782.0959,0.99,Critical,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2030,Supplier Target Pathway,3133.1158,1040.1944,1737.8349,1737.8349,1395.2809,6.019e-05,0.445333,697.6405,139.5281,-1077.7924,12519.9308,0.99,Critical,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2031,Supplier Target Pathway,3133.1158,1040.1944,1598.3068,1598.3068,1534.809,5.536e-05,0.489867,558.1124,139.5281,-2676.0992,14118.2376,0.99,Critical,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2032,Supplier Target Pathway,3133.1158,1040.1944,1458.7787,1458.7787,1674.3371,5.052e-05,0.5344,418.5843,139.5281,-4134.8779,15577.0163,0.99,Critical,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2033,Supplier Target Pathway,3133.1158,1040.1944,1319.2506,1319.2506,1813.8652,4.569e-05,0.578933,279.0562,139.5281,-5454.1285,16896.2669,0.99,High,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2034,Supplier Target Pathway,3133.1158,1040.1944,1179.7225,1179.7225,1953.3933,4.086e-05,0.623467,139.5281,139.5281,-6633.851,18075.9894,0.99,Medium,On Track to Glide Path
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2035,Supplier Target Pathway,3133.1158,1040.1944,1040.1944,1040.1944,2092.9214,3.603e-05,0.668,0.0,139.5281,-7674.0454,19116.1838,0.99,Low,On Track
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2036,Supplier Target Pathway,3133.1158,1040.1944,1040.1944,1040.1944,2092.9214,3.603e-05,0.668,0.0,139.5281,-8714.2398,20156.3782,0.99,Low,On Track
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2037,Supplier Target Pathway,3133.1158,1040.1944,1040.1944,1040.1944,2092.9214,3.603e-05,0.668,0.0,139.5281,-9754.4342,21196.5726,0.99,Low,On Track
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2038,Supplier Target Pathway,3133.1158,1040.1944,1040.1944,1040.1944,2092.9214,3.603e-05,0.668,0.0,139.5281,-10794.6286,22236.767,0.99,Low,On Track
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2039,Supplier Target Pathway,3133.1158,1040.1944,1040.1944,1040.1944,2092.9214,3.603e-05,0.668,0.0,139.5281,-11834.823,23276.9614,0.99,Low,On Track
SUP-0020,Logistics Supplier 020,Logistics,2024,2020,2035,3896.7543,571.8148,731.9186,2469.7873,28872722.48,176082919.37,3896.7543,Provided Total Emissions,True,High,None,Valid,2040,Supplier Target Pathway,3133.1158,1040.1944,1040.1944,1040.1944,2092.9214,3.603e-05,0.668,0.0,139.5281,-12875.0174,24317.1558,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2025,Supplier Target Pathway,1637.445,847.3778,1176.5725,1176.5725,460.8725,0.00023882,0.281458,329.1947,65.8389,3907.6943,1176.5725,0.99,Critical,On Track to Glide Path
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2026,Supplier Target Pathway,1637.445,847.3778,1110.7335,1110.7335,526.7115,0.00022546,0.321667,263.3557,65.8389,2796.9608,2287.306,0.99,High,On Track to Glide Path
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2027,Supplier Target Pathway,1637.445,847.3778,1044.8946,1044.8946,592.5504,0.00021209,0.361875,197.5168,65.8389,1752.0662,3332.2006,0.99,High,On Track to Glide Path
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2028,Supplier Target Pathway,1637.445,847.3778,979.0557,979.0557,658.3893,0.00019873,0.402083,131.6779,65.8389,773.0105,4311.2563,0.99,High,On Track to Glide Path
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2029,Supplier Target Pathway,1637.445,847.3778,913.2167,913.2167,724.2283,0.00018536,0.442292,65.8389,65.8389,-140.2062,5224.473,0.99,Medium,On Track to Glide Path
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2030,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-987.584,6071.8508,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2031,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-1834.9618,6919.2286,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2032,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-2682.3396,7766.6064,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2033,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-3529.7174,8613.9842,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2034,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-4377.0952,9461.362,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2035,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-5224.473,10308.7398,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2036,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-6071.8508,11156.1176,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2037,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-6919.2286,12003.4954,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2038,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-7766.6064,12850.8732,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2039,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-8613.9842,13698.251,0.99,Low,On Track
SUP-0021,Textiles Supplier 021,Textiles,2024,2018,2030,1191.0759,189.308,165.6905,876.3218,4926592.51,36793939.37,1191.0759,Provided Total Emissions,True,High,None,Valid,2040,Supplier Target Pathway,1637.445,847.3778,847.3778,847.3778,790.0672,0.000172,0.4825,0.0,65.8389,-9461.362,14545.6288,0.99,Low,On Track
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2025,Industry Haircut Pathway,22441.9259,10707.0428,16574.4844,16574.4844,5867.4415,0.00082748,0.26145,5867.4415,586.7442,101202.9864,16574.4844,0.95,Critical,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2026,Industry Haircut Pathway,22441.9259,10707.0428,15987.7402,15987.7402,6454.1857,0.00079819,0.287595,5280.6974,586.7442,85215.2462,32562.2246,0.95,Critical,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2027,Industry Haircut Pathway,22441.9259,10707.0428,15400.9961,15400.9961,7040.9298,0.0007689,0.31374,4693.9532,586.7442,69814.2501,47963.2207,0.95,Critical,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2028,Industry Haircut Pathway,22441.9259,10707.0428,14814.2519,14814.2519,7627.674,0.0007396,0.339885,4107.2091,586.7442,54999.9982,62777.4726,0.95,Critical,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2029,Industry Haircut Pathway,22441.9259,10707.0428,14227.5078,14227.5078,8214.4181,0.00071031,0.36603,3520.4649,586.7442,40772.4904,77004.9804,0.95,High,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2030,Industry Haircut Pathway,22441.9259,10707.0428,13640.7636,13640.7636,8801.1623,0.00068102,0.392175,2933.7208,586.7442,27131.7268,90645.744,0.95,High,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2031,Industry Haircut Pathway,22441.9259,10707.0428,13054.0195,13054.0195,9387.9064,0.00065172,0.41832,2346.9766,586.7442,14077.7073,103699.7635,0.95,High,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2032,Industry Haircut Pathway,22441.9259,10707.0428,12467.2753,12467.2753,9974.6506,0.00062243,0.444465,1760.2325,586.7442,1610.432,116167.0388,0.95,High,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2033,Industry Haircut Pathway,22441.9259,10707.0428,11880.5312,11880.5312,10561.3947,0.00059314,0.47061,1173.4883,586.7442,-10270.0992,128047.57,0.95,Medium,On Track to Glide Path
SUP-0022,Chemicals Supplier 022,Chemicals,2024,2015,2035,20122.7364,2114.3888,1174.6508,15427.4638,20030017.08,88354497.29,20122.7364,Provided Total Emissions,True,High,None,Valid,2034,Industry Haircut Pathway,22441.9259,10707.0428,11293.787,11293.787,11148.1389,0.00056384,0.496755,586.7442,586.7442,-21563.8862,139341.357,0.95,Medium,On Track to Glide Path
