Supplier_ID,Supplier_Name,Supplier_Industry,Supplier_Year,Gross_Spend,Revenue,Reported_Emissions,Scope1_Emission,Scope2_Emission,Scope3_Emission,Baseline_Year,Target_Year,Target_Reduction_Percentage,Interim_Target_Reduction_Percentage,Industry_Baseline_Year,Industry_Target_Year,Industry_Reduction_Percentage,Industry_Emission_Factor,Spend_Based_Emission_Factor,Revenue_Based_Emission_Intensity,Total_Emission_Value,Emission_Source_Flag,Emissions_Data_Available_Flag,Spend_Based_Emission,Revenue_Based_Emission,Spend_Based_vs_Actual,Revenue_Based_vs_Actual,Spend_Based_Variance_Percentage,Revenue_Based_Variance_Percentage,Data_Quality_Flag,Missing_Parameter_Flag,Base_Confidence_Score,Validation_Flag
SUP-0018,Professional Supplier 018,Professional Services,2020,2626337.42,14573468.03,396.4826,94.655,46.2136,241.8666,,,,,2020,,,400.0326,0.00012906,0.00019658,396.4826,Provided Total Emissions,True,338.9551,2864.8523,-57.5275,2468.3697,-0.145095,6.22567,High,None,0.95,Valid
SUP-0018,Professional Supplier 018,Professional Services,2021,2219050.14,18997821.02,298.5838,59.3507,30.7841,215.2202,,,,,2020,,,400.0326,0.00012906,0.00019658,298.5838,Provided Total Emissions,True,286.3906,3734.5917,-12.1932,3436.0079,-0.040837,11.507683,High,None,0.95,Valid
SUP-0018,Professional Supplier 018,Professional Services,2022,2337255.26,17373114.82,268.6694,72.8982,57.9549,148.0152,,,,,2020,,,400.0326,0.00012906,0.00019658,268.6694,Provided Total Emissions,True,301.6462,3415.2069,32.9768,3146.5375,0.122741,11.711559,High,None,0.95,Valid
SUP-0018,Professional Supplier 018,Professional Services,2023,1816767.79,10870631.98,192.5024,19.5382,17.1927,143.3505,,,,,2020,,,400.0326,0.00012906,0.00019658,192.5024,Provided Total Emissions,True,234.4721,2136.9488,41.9697,1944.4464,0.218021,10.100895,High,None,0.95,Valid
SUP-0018,Professional Supplier 018,Professional Services,2024,2101779.39,17106470.76,231.6462,58.6964,47.0019,114.9503,,,,,2020,,,400.0326,0.00012906,0.00019658,231.6462,Provided Total Emissions,True,271.2556,3362.79,39.6094,3131.1438,0.170991,13.516923,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2015,17169931.75,22450899.61,25564.5171,4151.9482,2905.8973,17440.7275,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,25564.5171,Provided Total Emissions,True,17289.2628,14594.8808,-8275.2543,-10969.6363,-0.323701,-0.429096,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2016,19576946.44,28606110.85,27456.2609,7389.0406,2834.1281,16600.9268,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,27456.2609,Provided Total Emissions,True,19713.0062,18596.2605,-7743.2547,-8860.0004,-0.282021,-0.322695,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2017,20555763.04,27548765.77,32177.465,5794.1512,4906.6191,22134.93,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,32177.465,Provided Total Emissions,True,20698.6256,17908.9017,-11478.8394,-14268.5633,-0.356735,-0.443433,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2018,19678257.7,25444893.68,24591.1645,5773.147,3628.2746,15871.3668,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,24591.1645,Provided Total Emissions,True,19815.0216,16541.2165,-4776.1429,-8049.948,-0.194222,-0.327351,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2019,23339873.62,25532896.5,28217.9851,4647.2419,3280.8838,20374.9146,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,28217.9851,Provided Total Emissions,True,23502.0857,16598.4254,-4715.8994,-11619.5597,-0.167124,-0.411779,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2020,20791262.01,31695690.95,21302.6956,2149.2617,2738.4066,16975.6816,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,21302.6956,Provided Total Emissions,True,20935.7613,20604.7348,-366.9343,-697.9608,-0.017225,-0.032764,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2021,21855672.03,30550291.96,22965.889,4811.7012,2157.4402,16305.6445,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,22965.889,Provided Total Emissions,True,22007.569,19860.1338,-958.32,-3105.7552,-0.041728,-0.135233,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2022,23529217.42,23059293.02,19753.3383,2341.5749,3748.9556,12824.1605,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,19753.3383,Provided Total Emissions,True,23692.7455,14990.3852,3939.4072,-4762.9531,0.19943,-0.241121,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2023,25890690.97,36842061.14,28700.4665,5279.1249,3324.0785,19146.0447,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,28700.4665,Provided Total Emissions,True,26070.6313,23950.2871,-2629.8352,-4750.1794,-0.09163,-0.165509,High,None,0.95,Valid
SUP-0019,Metals Supplier 019,Metals,2024,24549341.99,36127319.87,21637.1443,3908.234,1969.4431,16391.7637,2021.0,2035.0,0.5173,0.245,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,21637.1443,Provided Total Emissions,True,24719.9599,23485.6481,3082.8156,1848.5038,0.142478,0.085432,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2015,15156328.44,93526966.51,3808.2801,587.7985,698.5398,2521.5506,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,3808.2801,Provided Total Emissions,True,3387.2878,44693.7315,-420.9923,40885.4514,-0.110547,10.735936,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2016,16819560.51,100951976.91,3706.09,616.1444,447.2838,2600.8481,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,3706.09,Provided Total Emissions,True,3759.0036,48241.9212,52.9136,44535.8312,0.014277,12.016932,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2017,14927911.15,102056225.65,3110.4722,479.8663,363.6482,2119.0045,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,3110.4722,Provided Total Emissions,True,3336.2389,48769.6086,225.7667,45659.1364,0.072583,14.679166,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2018,20355974.24,115428040.27,3481.464,810.8945,276.7852,2274.6983,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,3481.464,Provided Total Emissions,True,4549.3567,55159.5976,1067.8927,51678.1336,0.306737,14.843794,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2019,19269545.46,132983686.64,2853.2387,465.0825,596.7748,1833.9609,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,2853.2387,Provided Total Emissions,True,4306.5507,63548.9143,1453.312,60695.6756,0.509355,21.272554,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2020,19826889.65,168332883.14,3133.1158,809.2578,552.4873,1960.0902,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,3133.1158,Provided Total Emissions,True,4431.1116,80441.2349,1297.9958,77308.1191,0.414283,24.674517,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2021,26660563.14,149710155.19,3108.732,814.2219,305.4906,2122.8596,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,3108.732,Provided Total Emissions,True,5958.3693,71541.9919,2849.6373,68433.2599,0.916656,22.013239,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2022,24939588.08,154753318.7,3414.0058,387.0745,618.3888,2413.9488,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,3414.0058,Provided Total Emissions,True,5573.7485,73951.9684,2159.7427,70537.9626,0.632612,20.661348,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2023,24539327.17,202551178.46,4268.9436,558.3005,565.1122,3206.3475,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,4268.9436,Provided Total Emissions,True,5484.2942,96793.1317,1215.3506,92524.1881,0.284696,21.67379,High,None,0.95,Valid
SUP-0020,Logistics Supplier 020,Logistics,2024,28872722.48,176082919.37,3896.7543,571.8148,731.9186,2469.7873,2020.0,2035.0,0.668,0.2613,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,3896.7543,Provided Total Emissions,True,6452.7647,84144.7447,2556.0104,80247.9904,0.655933,20.593546,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2015,6392089.25,38559902.55,2699.1645,470.7515,440.56,1642.4406,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,2699.1645,Provided Total Emissions,True,1867.8324,6687.4439,-831.3321,3988.2794,-0.307996,1.477598,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2016,5726914.02,34789295.99,2198.746,611.4398,189.1185,1432.1347,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,2198.746,Provided Total Emissions,True,1673.4615,6033.5076,-525.2845,3834.7616,-0.238902,1.744068,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2017,5455132.56,32944362.66,1801.5371,200.4707,153.1774,1637.2568,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,1801.5371,Provided Total Emissions,True,1594.0443,5713.5408,-207.4928,3912.0037,-0.115175,2.171481,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2018,5152368.7,32682807.82,1637.445,231.4642,286.3204,955.4575,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,1637.445,Provided Total Emissions,True,1505.5737,5668.1794,-131.8713,4030.7344,-0.080535,2.4616,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2019,5284885.05,30701259.56,1439.1483,363.0174,318.7144,828.9106,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,1439.1483,Provided Total Emissions,True,1544.2963,5324.5194,105.148,3885.3711,0.073063,2.699771,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2020,5611368.32,30834914.46,1787.662,221.1469,129.9472,1548.2307,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,1787.662,Provided Total Emissions,True,1639.6979,5347.6992,-147.9641,3560.0372,-0.08277,1.991449,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2021,5521619.15,28600789.2,1677.4609,241.9544,283.0725,1131.4733,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,1677.4609,Provided Total Emissions,True,1613.4723,4960.2349,-63.9886,3282.774,-0.038146,1.95699,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2022,4763731.94,32917986.02,1012.5026,130.1267,139.0924,773.2897,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,1012.5026,Provided Total Emissions,True,1392.0101,5708.9663,379.5075,4696.4637,0.374821,4.638471,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2023,4711664.55,38380495.16,1341.5257,302.7368,177.6983,816.4175,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,1341.5257,Provided Total Emissions,True,1376.7955,6656.3293,35.2698,5314.8036,0.026291,3.961761,High,None,0.95,Valid
SUP-0021,Textiles Supplier 021,Textiles,2024,4926592.51,36793939.37,1191.0759,189.308,165.6905,876.3218,2018.0,2030.0,0.4825,0.2517,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,1191.0759,Provided Total Emissions,True,1439.5996,6381.1729,248.5237,5190.097,0.208655,4.357486,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2015,17332742.06,64124115.12,22441.9259,2134.6236,2570.43,16207.623,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,22441.9259,Provided Total Emissions,True,17358.5678,30217.848,-5083.3581,7775.9221,-0.226512,0.346491,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2016,17364243.59,58836178.49,18561.6056,2617.2221,2449.2969,14371.7664,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,18561.6056,Provided Total Emissions,True,17390.1163,27725.9608,-1171.4893,9164.3552,-0.063114,0.493726,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2017,18458371.29,80994594.97,19516.0428,1494.5058,3829.4015,12761.4443,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,19516.0428,Provided Total Emissions,True,18485.8743,38167.8929,-1030.1685,18651.8501,-0.052786,0.955719,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2018,15468200.03,103313057.5,16715.6599,4361.1766,1537.4006,10309.2537,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,16715.6599,Provided Total Emissions,True,15491.2476,48685.2452,-1224.4123,31969.5853,-0.073249,1.912553,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2019,20039702.87,78962860.08,22404.8985,6409.6901,1555.1787,14594.2431,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,22404.8985,Provided Total Emissions,True,20069.562,37210.4582,-2335.3365,14805.5597,-0.104233,0.660818,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2020,19924582.33,82554582.64,22387.9323,2912.2664,4305.6962,15852.4029,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,22387.9323,Provided Total Emissions,True,19954.27,38903.0215,-2433.6623,16515.0892,-0.108704,0.737678,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2021,18691228.39,75521290.46,17727.2344,4112.1125,2589.9687,10516.8646,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,17727.2344,Provided Total Emissions,True,18719.0783,35588.6529,991.8439,17861.4185,0.05595,1.007569,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2022,19794301.06,107144434.19,16194.2977,2327.3291,1265.3068,12470.5023,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,16194.2977,Provided Total Emissions,True,19823.7946,50490.7432,3629.4969,34296.4455,0.224122,2.11781,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2023,18841547.16,83664839.29,21734.171,3191.3429,3998.248,14343.5866,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,21734.171,Provided Total Emissions,True,18869.6211,39426.2189,-2864.5499,17692.0479,-0.131799,0.81402,High,None,0.95,Valid
SUP-0022,Chemicals Supplier 022,Chemicals,2024,20030017.08,88354497.29,20122.7364,2114.3888,1174.6508,15427.4638,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,20122.7364,Provided Total Emissions,True,20059.8618,41636.1733,-62.8746,21513.4369,-0.003125,1.069111,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2015,6259172.0,30686372.01,5605.1281,1337.0046,746.3754,3045.3149,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,5605.1281,Provided Total Emissions,True,5721.6969,29739.0837,116.5688,24133.9556,0.020797,4.305692,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2016,5392353.22,33436105.41,5407.9631,1045.6761,388.8528,3818.1733,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,5407.9631,Provided Total Emissions,True,4929.3118,32403.9328,-478.6513,26995.9697,-0.088509,4.991892,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2017,6252921.14,29007625.16,5619.1959,988.8669,807.3681,3504.4468,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,5619.1959,Provided Total Emissions,True,5715.9828,28112.1598,96.7869,22492.9639,0.017224,4.002879,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2018,7178702.32,32342058.77,3860.3046,831.7894,264.0439,2688.5768,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,3860.3046,Provided Total Emissions,True,6562.2672,31343.6594,2701.9626,27483.3548,0.699935,7.119478,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2019,6489888.14,32783192.86,5094.0469,1109.7089,535.2453,3224.3259,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,5094.0469,Provided Total Emissions,True,5932.6014,31771.1757,838.5545,26677.1288,0.164615,5.236922,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2020,5329465.01,25656766.54,3371.4788,484.747,295.1296,2514.7576,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,3371.4788,Provided Total Emissions,True,4871.8238,24864.7422,1500.345,21493.2634,0.445011,6.375026,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2021,6304761.93,34978955.63,3567.3077,1050.8803,617.7738,2026.6731,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,3567.3077,Provided Total Emissions,True,5763.372,33899.1553,2196.0643,30331.8476,0.615608,8.502728,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2022,6412003.65,34342998.05,4961.7906,1020.0599,978.0762,2471.3469,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,4961.7906,Provided Total Emissions,True,5861.4049,33282.8297,899.6143,28321.0391,0.181308,5.707826,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2023,7588113.76,33274776.4,5241.0951,1099.1493,728.1542,3579.8056,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,5241.0951,Provided Total Emissions,True,6936.5224,32247.5841,1695.4273,27006.489,0.323487,5.152833,High,None,0.95,Valid
SUP-0023,Agriculture Supplier 023,Agriculture,2024,7127955.0,50228809.36,4720.6843,691.2297,578.6542,3491.0896,2018.0,2040.0,0.339,0.1496,2018,,,529.8294,0.00091413,0.00096913,4720.6843,Provided Total Emissions,True,6515.8775,48678.246,1795.1932,43957.5617,0.380282,9.311693,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2015,533490.63,3448385.65,719.4856,102.3345,67.6703,545.1468,,,,,2018,,,529.8294,0.00091413,0.00096913,719.4856,Provided Total Emissions,True,487.6798,3341.934,-231.8058,2622.4484,-0.322183,3.644893,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2016,558927.28,4345666.79,758.0536,185.6516,134.2301,369.3543,,,,,2018,,,529.8294,0.00091413,0.00096913,758.0536,Provided Total Emissions,True,510.9322,4211.5161,-247.1214,3453.4625,-0.325995,4.555697,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2017,581013.24,4826591.8,644.4213,166.2048,57.9701,400.8005,,,,,2018,,,529.8294,0.00091413,0.00096913,644.4213,Provided Total Emissions,True,531.1216,4677.5949,-113.2997,4033.1736,-0.175816,6.258598,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2018,672584.9,5355649.75,731.356,100.56,73.9352,578.6892,,,,,2018,,,529.8294,0.00091413,0.00096913,731.356,Provided Total Emissions,True,614.83,5190.3208,-116.526,4458.9648,-0.159329,6.096846,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2019,663848.25,5242616.85,600.8067,72.0462,73.656,497.7557,,,,,2018,,,529.8294,0.00091413,0.00096913,600.8067,Provided Total Emissions,True,606.8436,5080.7773,6.0369,4479.9706,0.010048,7.456592,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2020,725906.11,5126270.23,592.9076,95.307,118.9631,383.9623,,,,,2018,,,529.8294,0.00091413,0.00096913,592.9076,Provided Total Emissions,True,663.5726,4968.0223,70.665,4375.1147,0.119184,7.379083,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2021,782364.27,7648911.45,706.3012,104.6737,59.8632,554.4547,,,,,2018,,,529.8294,0.00091413,0.00096913,706.3012,Provided Total Emissions,True,715.1827,7412.7896,8.8815,6706.4884,0.012575,9.495224,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2022,865989.68,6098801.74,633.5292,51.1369,106.5079,499.4389,,,,,2018,,,529.8294,0.00091413,0.00096913,633.5292,Provided Total Emissions,True,791.6271,5910.5317,158.0979,5277.0025,0.249551,8.329533,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2023,826023.17,6824546.21,712.2287,203.2088,161.3611,386.4595,,,,,2018,,,529.8294,0.00091413,0.00096913,712.2287,Provided Total Emissions,True,755.0926,6613.8725,42.8639,5901.6438,0.060183,8.286164,High,None,0.95,Valid
SUP-0024,Agriculture Supplier 024,Agriculture,2024,853888.01,10047334.03,560.3584,168.2989,97.5733,308.0436,,,,,2018,,,529.8294,0.00091413,0.00096913,560.3584,Provided Total Emissions,True,780.5646,9737.1728,220.2062,9176.8144,0.392974,16.376688,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2015,19450072.92,73343572.38,12808.9183,1294.3621,2340.374,9789.8246,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,12808.9183,Provided Total Emissions,True,19585.2509,47679.1895,6776.3326,34870.2712,0.529032,2.722343,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2016,20890255.51,72177878.76,13545.7318,2173.6412,2033.7718,9568.3736,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,13545.7318,Provided Total Emissions,True,21035.4428,46921.3954,7489.711,33375.6636,0.55292,2.463925,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2017,21715825.05,90109813.81,14608.3348,2228.6582,829.0013,10426.7216,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,14608.3348,Provided Total Emissions,True,21866.75,58578.5878,7258.4152,43970.253,0.496868,3.009943,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2018,24788648.45,112248512.28,13831.5855,3107.5044,1603.5736,8802.0559,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,13831.5855,Provided Total Emissions,True,24960.9296,72970.5129,11129.3441,59138.9274,0.804633,4.275643,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2019,24277157.67,114675907.48,12920.1468,3261.5642,2235.7782,7724.7935,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,12920.1468,Provided Total Emissions,True,24445.8839,74548.5139,11525.7371,61628.3671,0.892075,4.769943,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2020,24724354.1,102062036.06,11635.6166,1243.001,2490.708,7664.2913,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,11635.6166,Provided Total Emissions,True,24896.1884,66348.4884,13260.5718,54712.8718,1.139654,4.702189,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2021,24745687.6,81702724.55,9485.3756,2008.6838,1177.7976,7241.2778,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,9485.3756,Provided Total Emissions,True,24917.6701,53113.3072,15432.2945,43627.9316,1.626957,4.599494,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2022,27220351.61,120500462.65,12281.011,3061.6232,1007.1515,9056.7755,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,12281.011,Provided Total Emissions,True,27409.5331,78334.9408,15128.5221,66053.9298,1.231863,5.378542,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2023,26067670.35,88936216.36,9847.541,1189.8286,822.026,7382.8081,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,9847.541,Provided Total Emissions,True,26248.8407,57815.6555,16401.2997,47968.1145,1.665522,4.871075,High,None,0.95,Valid
SUP-0025,Metals Supplier 025,Metals,2024,28051545.88,98370436.7,10805.0329,2648.121,1554.6211,6865.0615,2020.0,2030.0,0.3833,0.1962,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,10805.0329,Provided Total Emissions,True,28246.5041,63948.6535,17441.4712,53143.6206,1.614199,4.918414,High,None,0.95,Valid
SUP-0026,Professional Supplier 026,Professional Services,2015,1040706.31,2718331.61,115.5587,17.0544,20.4449,75.9154,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658,115.5587,Provided Total Emissions,True,134.3136,534.3696,18.7549,418.8109,0.162297,3.624227,High,None,0.95,Valid
SUP-0026,Professional Supplier 026,Professional Services,2016,848177.45,2468864.2,77.833,21.2403,8.9654,47.0298,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658,77.833,Provided Total Emissions,True,109.4658,485.3293,31.6328,407.4963,0.406419,5.235521,High,None,0.95,Valid
SUP-0026,Professional Supplier 026,Professional Services,2017,887693.26,3459389.03,76.6845,14.1997,11.9657,46.2213,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658,76.6845,Provided Total Emissions,True,114.5657,680.0467,37.8812,603.3622,0.493988,7.868111,High,None,0.95,Valid
SUP-0026,Professional Supplier 026,Professional Services,2018,984357.13,2947127.14,92.658,18.8301,17.1095,52.5788,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658,92.658,Provided Total Emissions,True,127.0411,579.3463,34.3831,486.6883,0.371076,5.252523,High,None,0.95,Valid
SUP-0026,Professional Supplier 026,Professional Services,2019,849842.46,3282869.71,67.1713,5.9824,6.4362,54.0202,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658,67.1713,Provided Total Emissions,True,109.6807,645.3465,42.5094,578.1752,0.63285,8.607474,High,None,0.95,Valid
SUP-0026,Professional Supplier 026,Professional Services,2020,975802.06,3150509.0,76.4237,8.1599,5.5558,58.0165,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658,76.4237,Provided Total Emissions,True,125.937,619.3271,49.5133,542.9034,0.647879,7.103861,High,None,0.95,Valid
SUP-0026,Professional Supplier 026,Professional Services,2021,930501.43,2777714.02,59.2091,4.5491,6.0907,43.7275,2019.0,2040.0,0.4936,0.2987,2020,,,400.0326,0.00012906,0.00019658,59.2091,Provided Total Emissions,True,120.0905,546.043,60.8814,486.8339,1.028244,8.222282,High,None,0.95,Valid
