SupplierID,SupplierName,Industry,Region,Country,ForecastMethod,Year,YearStatus,ActualEmissions_tCO2e,ForecastEmissions_tCO2e,BaselineEmissions_tCO2e,NetZeroPathway_tCO2e,ReductionVs2025_tCO2e,ReductionVs2025Pct,DefaultScenarioLabel
SUP-011,Crescent Alloy Ltd.,Steel,EMEA,Turkey,Expert Judgement,2049,Forecast,,739.4,14297.8,507.6,12210.6,0.9429,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-011,Crescent Alloy Ltd.,Steel,EMEA,Turkey,Expert Judgement,2050,Forecast,,0,14297.8,0.0,12950.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2018,Actual,16849.0,,,,-2349.0,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2019,Actual,16486.5,,,,-1986.5,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2020,Actual,16138.5,,,,-1638.5,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2021,Actual,15790.5,,,,-1290.5,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2022,Actual,15558.5,,,,-1058.5,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2023,Actual,15094.5,,,,-594.5,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2024,Actual,14732.0,,,,-232.0,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2025,Actual,14500.0,,16009.2,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2026,Forecast,,13725.1,16009.2,,774.9,0.0534,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2027,Forecast,,12913.4,16009.2,,1586.6,0.1094,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2028,Forecast,,12063.8,16009.2,,2436.2,0.168,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2029,Forecast,,11175.0,16009.2,,3325.0,0.2293,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2030,Forecast,,10245.9,16009.2,10245.9,4254.1,0.2934,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2031,Forecast,,9928.2,16009.2,9733.6,4571.8,0.3153,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2032,Forecast,,9593.8,16009.2,9221.3,4906.2,0.3384,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2033,Forecast,,9242.0,16009.2,8709.0,5258.0,0.3626,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2034,Forecast,,8872.4,16009.2,8196.7,5627.6,0.3881,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2035,Forecast,,8484.2,16009.2,7684.4,6015.8,0.4149,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2036,Forecast,,8077.0,16009.2,7172.1,6423.0,0.443,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2037,Forecast,,7650.0,16009.2,6659.8,6850.0,0.4724,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2038,Forecast,,7202.8,16009.2,6147.5,7297.2,0.5033,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2039,Forecast,,6734.6,16009.2,5635.2,7765.4,0.5355,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2040,Forecast,,6244.8,16009.2,5122.9,8255.2,0.5693,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2041,Forecast,,5732.8,16009.2,4610.6,8767.2,0.6046,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2042,Forecast,,5197.7,16009.2,4098.3,9302.3,0.6415,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2043,Forecast,,4638.9,16009.2,3586.1,9861.1,0.6801,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2044,Forecast,,4055.8,16009.2,3073.8,10444.2,0.7203,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2045,Forecast,,3447.4,16009.2,2561.5,11052.6,0.7622,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2046,Forecast,,2813.1,16009.2,2049.2,11686.9,0.806,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2047,Forecast,,2152.0,16009.2,1536.9,12348.0,0.8516,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2048,Forecast,,1463.4,16009.2,1024.6,13036.6,0.8991,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2049,Forecast,,746.3,16009.2,512.3,13753.7,0.9485,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-012,Metro Sheet Metals,Steel,AMER,Mexico,Supplier Target,2050,Forecast,,0,16009.2,0.0,14500.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2018,Actual,25331.6,,,,-3531.6,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2019,Actual,24786.6,,,,-2986.6,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2020,Actual,24263.4,,,,-2463.4,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2021,Actual,23740.2,,,,-1940.2,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2022,Actual,23391.4,,,,-1591.4,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2023,Actual,22693.8,,,,-893.8,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2024,Actual,22148.8,,,,-348.8,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2025,Actual,21800.0,,24069.0,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2026,Forecast,,20501.6,24069.0,,1298.4,0.0596,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2027,Forecast,,19142.5,24069.0,,2657.5,0.1219,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2028,Forecast,,17720.9,24069.0,,4079.1,0.1871,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2029,Forecast,,16234.8,24069.0,,5565.2,0.2553,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2030,Forecast,,14682.1,24069.0,14682.1,7117.9,0.3265,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2031,Forecast,,14226.9,24069.0,13948.0,7573.1,0.3474,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2032,Forecast,,13747.7,24069.0,13213.9,8052.3,0.3694,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2033,Forecast,,13243.6,24069.0,12479.8,8556.4,0.3925,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2034,Forecast,,12713.9,24069.0,11745.7,9086.1,0.4168,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2035,Forecast,,12157.6,24069.0,11011.5,9642.4,0.4423,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2036,Forecast,,11574.1,24069.0,10277.4,10225.9,0.4691,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2037,Forecast,,10962.3,24069.0,9543.3,10837.7,0.4971,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2038,Forecast,,10321.4,24069.0,8809.2,11478.6,0.5265,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2039,Forecast,,9650.5,24069.0,8075.1,12149.5,0.5573,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2040,Forecast,,8948.7,24069.0,7341.0,12851.3,0.5895,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2041,Forecast,,8214.9,24069.0,6606.9,13585.1,0.6232,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2042,Forecast,,7448.2,24069.0,5872.8,14351.8,0.6583,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2043,Forecast,,6647.5,24069.0,5138.7,15152.5,0.6951,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2044,Forecast,,5811.8,24069.0,4404.6,15988.2,0.7334,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2045,Forecast,,4940.0,24069.0,3670.5,16860.0,0.7734,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2046,Forecast,,4031.1,24069.0,2936.4,17768.9,0.8151,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2047,Forecast,,3083.8,24069.0,2202.3,18716.2,0.8585,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2048,Forecast,,2097.0,24069.0,1468.2,19703.0,0.9038,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2049,Forecast,,1069.4,24069.0,734.1,20730.6,0.9509,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-013,Continental Cement,Cement,EMEA,France,Supplier Target,2050,Forecast,,0,24069.0,0.0,21800.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2018,Actual,21903.7,,,,-3053.7,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2019,Actual,21432.5,,,,-2582.5,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2020,Actual,20980.0,,,,-2130.0,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2021,Actual,20527.6,,,,-1677.6,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2022,Actual,20226.0,,,,-1376.0,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2023,Actual,19622.8,,,,-772.8,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2024,Actual,19151.6,,,,-301.6,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2025,Actual,18850.0,,20811.9,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2026,Forecast,,17996.5,20811.9,,853.5,0.0453,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2027,Forecast,,17101.3,20811.9,,1748.7,0.0928,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2028,Forecast,,16163.0,20811.9,,2687.0,0.1425,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2029,Forecast,,15180.5,20811.9,,3669.5,0.1947,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2030,Forecast,,14152.1,20811.9,14152.1,4697.9,0.2492,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2031,Forecast,,13713.4,20811.9,13444.5,5136.6,0.2725,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2032,Forecast,,13251.5,20811.9,12736.9,5598.5,0.297,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2033,Forecast,,12765.6,20811.9,12029.3,6084.4,0.3228,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2034,Forecast,,12255.0,20811.9,11321.7,6595.0,0.3499,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2035,Forecast,,11718.8,20811.9,10614.1,7131.2,0.3783,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2036,Forecast,,11156.3,20811.9,9906.5,7693.7,0.4082,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2037,Forecast,,10566.6,20811.9,9198.9,8283.4,0.4394,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2038,Forecast,,9948.9,20811.9,8491.3,8901.1,0.4722,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2039,Forecast,,9302.2,20811.9,7783.7,9547.8,0.5065,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2040,Forecast,,8625.7,20811.9,7076.1,10224.3,0.5424,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2041,Forecast,,7918.4,20811.9,6368.4,10931.6,0.5799,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2042,Forecast,,7179.3,20811.9,5660.8,11670.7,0.6191,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2043,Forecast,,6407.5,20811.9,4953.2,12442.5,0.6601,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2044,Forecast,,5602.0,20811.9,4245.6,13248.0,0.7028,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2045,Forecast,,4761.7,20811.9,3538.0,14088.3,0.7474,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2046,Forecast,,3885.6,20811.9,2830.4,14964.4,0.7939,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2047,Forecast,,2972.5,20811.9,2122.8,15877.5,0.8423,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2048,Forecast,,2021.3,20811.9,1415.2,16828.7,0.8928,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2049,Forecast,,1030.8,20811.9,707.6,17819.2,0.9453,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-014,Summit Cement Group,Cement,AMER,United States,Expert Judgement,2050,Forecast,,0,20811.9,0.0,18850.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2018,Actual,18359.6,,,,-2559.6,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2019,Actual,17964.6,,,,-2164.6,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2020,Actual,17585.4,,,,-1785.4,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2021,Actual,17206.2,,,,-1406.2,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2022,Actual,16953.4,,,,-1153.4,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2023,Actual,16447.8,,,,-647.8,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2024,Actual,16052.8,,,,-252.8,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2025,Actual,15800.0,,17444.5,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2026,Forecast,,14826.7,17444.5,,973.3,0.0616,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2027,Forecast,,13808.2,17444.5,,1991.8,0.1261,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2028,Forecast,,12743.0,17444.5,,3057.0,0.1935,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2029,Forecast,,11629.7,17444.5,,4170.3,0.2639,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2030,Forecast,,10466.7,17444.5,10466.7,5333.3,0.3376,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2031,Forecast,,10142.2,17444.5,9943.4,5657.8,0.3581,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2032,Forecast,,9800.6,17444.5,9420.0,5999.4,0.3797,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2033,Forecast,,9441.2,17444.5,8896.7,6358.8,0.4025,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2034,Forecast,,9063.6,17444.5,8373.3,6736.4,0.4264,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2035,Forecast,,8667.1,17444.5,7850.0,7132.9,0.4515,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2036,Forecast,,8251.0,17444.5,7326.7,7549.0,0.4778,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2037,Forecast,,7814.9,17444.5,6803.3,7985.1,0.5054,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2038,Forecast,,7358.0,17444.5,6280.0,8442.0,0.5343,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2039,Forecast,,6879.8,17444.5,5756.7,8920.2,0.5646,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2040,Forecast,,6379.4,17444.5,5233.3,9420.6,0.5962,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2041,Forecast,,5856.3,17444.5,4710.0,9943.7,0.6293,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2042,Forecast,,5309.7,17444.5,4186.7,10490.3,0.6639,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2043,Forecast,,4738.9,17444.5,3663.3,11061.1,0.7001,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2044,Forecast,,4143.2,17444.5,3140.0,11656.8,0.7378,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2045,Forecast,,3521.7,17444.5,2616.7,12278.3,0.7771,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2046,Forecast,,2873.7,17444.5,2093.3,12926.3,0.8181,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2047,Forecast,,2198.4,17444.5,1570.0,13601.6,0.8609,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2048,Forecast,,1494.9,17444.5,1046.7,14305.1,0.9054,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2049,Forecast,,762.4,17444.5,523.3,15037.6,0.9517,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-015,Delta Building Materials,Cement,APAC,Vietnam,Supplier Target,2050,Forecast,,0,17444.5,0.0,15800.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2018,Actual,14350.7,,,,-2000.7,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2019,Actual,14042.0,,,,-1692.0,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2020,Actual,13745.5,,,,-1395.5,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2021,Actual,13449.1,,,,-1099.1,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2022,Actual,13251.5,,,,-901.5,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2023,Actual,12856.3,,,,-506.3,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2024,Actual,12547.6,,,,-197.6,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2025,Actual,12350.0,,13635.4,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2026,Forecast,,11891.6,13635.4,,458.4,0.0371,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2027,Forecast,,11409.9,13635.4,,940.1,0.0761,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2028,Forecast,,10904.1,13635.4,,1445.9,0.1171,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2029,Forecast,,10373.6,13635.4,,1976.4,0.16,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2030,Forecast,,9817.5,13635.4,9817.5,2532.5,0.2051,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2031,Forecast,,9513.1,13635.4,9326.6,2836.9,0.2297,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2032,Forecast,,9192.7,13635.4,8835.7,3157.3,0.2557,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2033,Forecast,,8855.6,13635.4,8344.9,3494.4,0.2829,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2034,Forecast,,8501.4,13635.4,7854.0,3848.6,0.3116,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-016,LimeStone Works,Cement,EMEA,Italy,Expert Judgement,2035,Forecast,,8129.5,13635.4,7363.1,4220.5,0.3417,FY2030_Add5_Expert3_Growth2_NZ2050
